F9,F7,F3,Fz,F4,F8,F10,FC5,FC1,FC2,FC6,T9,T7,C3,C4,T8,T10,CP5,CP1,CP2,CP6,P9,P7,P3,Pz,P4,P8,P10
1.3849,-7.259,-0.3431,-0.4142,0.0241,4.7412,9.3097,13.0922,14.6957,4.2083,8.8577,16.5136,18.2666,29.3056,27.9702,22.9451,7.9066,10.7606,9.919,8.0588,1.1815,-6.2647,2.6012,8.6534,8.8902,9.1514,6.0276,9.2805
0.3142,-8.5988,-4.0066,-2.0451,-1.109,2.6169,5.7484,7.9776,11.1344,0.5264,3.8208,12.1752,13.1769,22.4731,21.8825,16.3034,2.2924,4.4928,4.0153,2.4111,-3.0735,-8.7468,-0.963,2.5859,2.3981,5.0105,7.566,6.75
0.5649,-8.9976,-3.7066,-1.6493,-0.9815,2.4251,5.5782,7.4107,10.1075,-0.0976,3.4869,11.482,11.8384,22.9811,23.8827,16.8344,2.0849,4.1282,4.8945,2.5876,-3.183,-9.1657,-0.1964,4.5841,4.6117,7.1581,8.7154,7.9938
3.2641,-4.8613,2.9169,2.5841,0.7932,6.497,12.4468,15.2178,16.5067,4.7287,9.1915,17.6819,19.3865,30.8235,30.8479,24.1777,8.3346,11.44,12.4286,9.1654,1.4633,-6.8961,3.9601,12.4536,12.9151,12.5216,7.1258,11.3283
3.7185,-4.9564,4.5172,2.9451,1.7395,8.7879,15.8445,20.4678,21.4198,8.9191,14.7815,23.3882,26.0691,38.4936,36.9783,31.2878,14.3297,17.8185,17.327,14.7667,5.7946,-4.6205,7.0657,16.6223,16.7546,15.1104,5.5451,13.201
4.9107,-2.4858,8.1234,5.0647,2.1972,9.6665,17.88,22.7144,22.2632,9.697,15.6888,24.0243,27.1715,39.9668,38.2773,32.7797,15.4069,19.6938,19.8374,16.2155,6.5672,-4.0826,7.9638,19.539,20.5928,17.0943,4.9262,14.299
7.3275,4.459,14.4203,9.6504,2.6245,11.0055,20.9851,24.585,22.9304,9.4879,13.6762,22.5107,26.8441,35.3435,32.6258,28.6745,13.2514,18.7731,19.8848,14.6381,5.191,-4.1021,6.618,19.5486,21.8667,16.1123,3.2901,13.2338
5.7864,3.9945,12.1449,7.4338,1.08,8.5318,17.5345,21.5475,20.2201,6.8396,10.041,19.1781,24.1885,30.1555,25.006,23.531,8.941,15.1248,14.4266,9.796,1.4652,-5.4578,1.99,11.9981,14.9439,9.6259,2.2299,9.4533
7.4003,8.6576,17.3806,10.5575,0.076,7.6697,18.5604,22.112,18.7155,3.4682,5.4507,15.936,22.1384,27.2458,20.7777,19.9853,3.5748,12.328,12.8612,5.2627,-3.7777,-8.779,-2.2996,10.0126,15.821,7.919,2.5147,8.7268
14.424,22.8766,33.3563,22.6218,1.6821,12.9019,29.7786,30.8216,24.5702,4.2135,3.797,17.5417,26.2169,27.0075,20.0734,19.001,1.5771,13.7945,18.3737,5.3024,-5.9947,-11.0415,-2.6971,16.8999,25.8275,12.5253,2.1701,11.4538
15.3293,24.0249,35.5599,23.7764,1.6898,14.4205,32.9788,35.0276,28.6918,5.5904,5.5127,21.1903,31.2597,31.9365,22.9808,22.6773,2.9569,16.5607,20.229,6.6208,-6.027,-11.9704,-3.167,17.5243,27.0398,12.6673,1.8313,12.2581
12.4459,18.3228,31.8226,18.8191,-0.2211,10.8991,28.5695,33.9263,26.1158,3.7146,5.6859,20.748,31.176,37.1185,25.8711,26.701,2.6913,17.7585,19.1435,5.7643,-7.8484,-13.363,-5.682,14.5651,25.7475,10.586,1.9431,11.9549
13.0658,20.5691,36.0782,20.38,-0.365,9.7914,28.2615,34.4094,23.2671,2.6707,5.126,18.3296,28.9348,37.3328,26.0869,27.3167,2.3477,18.8489,21.3452,6.0396,-8.2328,-12.9157,-5.6321,17.5445,31.0913,12.6871,1.1651,12.9374
12.1388,18.9832,35.1795,18.9877,0.068,9.308,26.85,33.9917,21.9585,4.1143,7.6009,18.4508,28.4937,38.6154,27.8148,29.4334,5.4621,21.2402,23.2709,8.8868,-5.1152,-10.1748,-3.1491,19.9472,33.2128,14.3122,-0.0104,13.4651
9.9648,14.3848,30.6171,15.1192,0.2765,8.9217,24.7942,33.6979,22.4814,6.6356,11.6096,20.8906,30.5219,42.0589,30.6902,33.219,9.9811,24.446,24.2101,12.4223,-1.1751,-7.2827,-0.731,20.1391,31.8816,14.1647,-1.2791,13.323
9.7541,13.7142,28.8118,14.646,1.9997,11.1436,25.9263,34.5368,24.9661,11.0618,16.3122,24.0429,33.0112,42.4846,32.1011,34.9396,15.6495,27.6878,26.6209,17.4579,4.9198,-2.7175,4.1159,23.154,32.1442,15.9299,-3.0203,13.5839
7.9641,9.6033,23.6623,11.5635,3.2495,11.5025,23.7184,32.3788,24.4139,14.302,20.5219,25.3932,32.6462,42.4792,34.1848,36.538,20.9637,29.8234,27.9387,21.9851,10.9344,1.9671,9.1232,25.5471,31.5518,17.7736,-3.9691,13.8075
6.5981,6.4285,21.2833,9.1938,2.6714,9.993,21.4119,31.1441,22.7712,13.6038,20.8422,24.9816,31.8109,44.4871,36.2631,38.3159,21.2901,30.1474,27.7648,22.1136,10.8383,1.7696,9.0112,25.2408,31.5014,17.9155,-3.4614,14.1331
8.0623,8.9345,23.8754,11.4721,2.5076,11.0851,24.0831,33.1974,25.0486,12.9467,19.4332,25.8735,33.5936,45.0015,36.0458,37.8711,19.3437,29.3658,27.5298,20.5489,8.4953,-0.5734,7.2314,24.5906,31.5355,17.485,-2.6691,14.3635
8.0261,8.7887,22.7127,11.3252,2.8547,11.7529,24.35,32.8682,25.9235,13.7085,19.8177,26.4938,34.0192,43.8589,35.2092,36.9851,19.8164,28.9968,26.9434,20.8171,9.3073,0.0027,7.8113,24.0086,29.862,16.9659,-2.7657,13.8899
7.0574,6.445,20.5,9.5749,2.7527,11.254,23.1153,32.2242,25.6145,14.0675,20.8204,27.0174,34.1905,45.2438,36.7158,38.3585,20.9381,29.63,26.9694,21.6413,10.2035,0.5167,8.4336,23.9117,29.2778,17.0476,-2.6609,14.0127
8.2276,6.1547,19.6896,10.6988,2.8062,13.4902,26.6097,34.566,30.7172,14.2853,20.51,30.8186,38.4428,48.3821,39.9748,39.7391,19.945,28.7216,26.3821,20.7609,8.3549,-2.8408,7.4289,22.8933,27.1417,17.0724,-0.0625,15.0078
10.4163,7.76,20.0863,13.5831,3.2321,16.4929,31.2019,36.5856,35.961,14.1055,18.9318,33.8652,41.6974,49.0428,41.8296,38.8801,17.6672,26.2082,25.4017,18.9607,5.8723,-6.6976,6.4603,22.2689,25.1173,17.5947,3.1647,16.0713
12.582,11.5714,24.1711,17.2521,3.7518,17.9484,34.187,38.0816,37.0287,13.6491,17.5833,33.6064,41.617,48.0012,41.8171,37.6795,16.2145,25.331,26.5415,18.3029,4.7023,-7.9469,6.4574,24.5031,27.9678,19.5754,4.0814,17.1929
13.1941,13.5135,25.0167,18.3792,3.265,17.8203,34.5137,37.3945,36.8547,11.9295,14.62,32.0618,40.5133,44.5693,37.8712,33.9923,12.7328,22.3979,23.9458,15.0189,1.7061,-9.9024,3.8301,21.4413,25.2877,17.1598,4.5121,15.862
12.2642,13.1804,22.5534,17.0356,1.6759,15.5212,31.4195,33.365,33.8913,7.8942,9.0754,27.8964,36.4811,38.1716,30.5793,27.3346,6.2899,16.3686,17.5631,8.4783,-3.7899,-13.1314,-1.3617,13.8576,18.1287,11.4354,5.4084,12.6654
12.9412,15.6729,26.1872,18.776,1.4161,14.0706,30.4017,32.1319,29.8719,5.7031,6.7132,23.8522,32.1871,35.4707,28.7153,25.2772,4.0393,15.1348,18.1151,6.9952,-5.3929,-13.3878,-2.038,15.6068,21.9758,12.8506,5.3219,13.076
13.0754,16.5934,28.1482,19.4577,1.6556,13.1326,29.2591,31.0846,26.695,5.1805,6.5621,21.3641,29.0755,34.2428,28.703,24.9882,4.3632,15.519,19.7189,7.7462,-4.5375,-12.0163,-0.754,18.5465,25.9282,15.1408,4.8483,13.8616
9.2852,11.555,21.3917,13.5819,-0.4081,8.1885,21.2176,24.1208,19.8808,1.4058,2.8116,15.7325,22.7421,28.4279,21.7497,19.8487,0.2434,10.9386,13.0691,2.782,-7.6732,-12.4997,-4.7678,10.3539,17.9602,8.704,4.3117,9.8763
6.0719,7.719,16.9142,8.7948,-2.7626,2.8231,13.5589,17.7643,12.2823,-3.4387,-1.9033,9.1906,15.7735,23.2744,15.3353,15.0635,-4.991,6.3223,7.1165,-2.8757,-12.1687,-14.0041,-9.5977,3.084,12.2769,3.1017,4.0967,6.5449
5.4676,8.0086,16.6042,8.3533,-4.0036,-0.2302,9.6875,13.0085,6.3512,-7.9656,-7.3084,2.923,8.8322,16.8456,9.7703,9.1391,-10.7785,1.0116,3.1259,-8.1829,-16.6586,-16.1191,-12.9949,-0.3609,10.3173,0.8835,5.1027,4.9511
2.9879,6.0385,12.3173,5.0116,-6.1806,-5.5075,1.799,4.2364,-2.7692,-14.3172,-14.9973,-6.3172,-1.5025,5.8891,-0.7943,-0.7869,-19.0604,-7.455,-5.1359,-16.5023,-22.7877,-18.3956,-18.5682,-8.9215,2.7931,-5.4179,5.7796,0.726
-0.3614,1.8631,6.9252,0.0565,-8.2515,-10.894,-6.498,-3.4197,-11.2213,-19.1372,-19.8765,-13.6135,-9.8579,-0.9673,-7.8125,-6.7484,-24.2479,-12.8816,-11.4276,-22.0956,-26.6578,-19.2752,-22.5805,-15.8617,-3.2237,-10.5939,5.7915,-2.6741
-2.2619,-1.0851,2.9383,-2.7546,-8.5173,-13.2483,-11.2661,-8.5431,-16.2609,-20.5263,-21.1423,-17.4869,-15.3261,-5.5027,-10.5617,-9.9133,-25.1059,-15.3794,-13.7208,-23.1838,-26.1839,-17.8259,-22.0575,-17.2323,-5.3401,-11.3416,5.8547,-3.8398
-6.9068,-8.0898,-6.7835,-9.8452,-8.8756,-17.6813,-21.1681,-18.3909,-25.1907,-21.5986,-21.7192,-23.6884,-24.4504,-13.9504,-16.5684,-15.3657,-24.6912,-18.8035,-18.3964,-23.8698,-23.28,-13.2142,-20.2885,-21.0168,-11.5361,-14.2429,4.548,-7.1031
-13.1987,-17.2654,-18.4318,-19.5178,-10.1399,-24.144,-33.9756,-29.6447,-36.2988,-23.5502,-22.5532,-31.1593,-34.6635,-22.2545,-23.8396,-20.6521,-24.6436,-22.144,-24.4426,-25.3618,-20.988,-8.3701,-19.9094,-27.2659,-19.5175,-19.3563,2.3454,-11.571
-15.3741,-18.6755,-20.7682,-22.4118,-10.8977,-27.3179,-39.2977,-34.1575,-42.0867,-25.0754,-24.0805,-35.9386,-40.0073,-27.7507,-29.8673,-24.5904,-25.8851,-23.875,-27.2635,-27.0691,-21.0325,-6.2597,-20.9495,-30.4865,-22.2699,-22.5188,0.2989,-14.2526
-16.6061,-19.6244,-21.6403,-24.1857,-11.2316,-28.5809,-41.3536,-34.8719,-43.7083,-24.7517,-23.2686,-36.7469,-40.5957,-28.1059,-31.5413,-24.4135,-24.8893,-22.7544,-27.5743,-26.5348,-20.0575,-4.5909,-21.0852,-31.6399,-23.0561,-24.085,-1.5082,-15.4135
-18.8039,-25.2256,-28.4596,-28.4265,-11.1659,-28.5238,-43.2218,-36.0843,-42.0373,-22.8463,-20.5044,-33.8158,-38.3444,-25.7086,-29.1275,-22.1546,-21.9608,-21.7982,-28.735,-24.665,-17.5032,-3.3514,-19.603,-33.6569,-27.7204,-25.4207,-1.2678,-15.9842
-16.703,-22.9176,-28.9886,-25.5821,-9.4008,-23.8098,-37.8493,-33.7197,-35.1345,-19.5811,-18.9838,-29.0556,-33.6249,-26.9781,-29.0262,-23.559,-20.4055,-22.3618,-28.7486,-23.2269,-15.4121,-3.1838,-17.3742,-33.2129,-30.8285,-24.967,-0.297,-15.8132
-13.2165,-16.9299,-23.5663,-20.0287,-7.2093,-18.5968,-30.3225,-28.0491,-28.1502,-15.343,-15.9373,-24.0897,-27.794,-25.7845,-27.4163,-22.3005,-17.0046,-19.382,-24.6879,-19.4461,-12.0642,-1.6571,-14.056,-28.3801,-27.4,-21.8258,-1.0882,-14.2336
-12.8799,-17.7583,-22.4983,-19.7877,-6.4835,-17.2666,-28.2847,-24.8157,-25.5765,-12.8275,-12.0228,-20.4936,-24.054,-19.4854,-21.0565,-16.4133,-12.6846,-14.9218,-20.4108,-15.145,-8.9411,-0.3061,-11.1555,-23.7713,-22.8446,-18.2069,-1.2907,-11.8374
-11.1066,-16.1536,-19.5261,-17.2328,-5.6841,-14.9046,-24.1756,-20.918,-21.7104,-11.1945,-10.0496,-17.0242,-20.1647,-14.7336,-15.8442,-12.5242,-10.6782,-12.3822,-16.8938,-12.6972,-7.8884,-0.91,-9.4644,-19.6352,-18.633,-14.6851,-0.3746,-9.3317
-7.0467,-9.7095,-12.017,-11.003,-4.4655,-9.8647,-15.0739,-12.5514,-12.938,-8.2637,-7.9344,-10.7138,-11.683,-9.1761,-11.8268,-8.6678,-8.9717,-8.7956,-12.5412,-10.3556,-7.6995,-2.6086,-8.9312,-15.7478,-14.2806,-12.0935,-0.2511,-7.0192
-3.1259,-3.4228,-4.586,-5.1114,-3.6704,-4.9353,-5.7355,-3.417,-3.2805,-5.5491,-6.0145,-3.72,-1.9147,-2.5472,-7.9561,-4.3115,-7.7687,-5.0573,-8.7849,-8.6673,-8.4946,-5.1814,-9.6697,-13.3813,-11.1066,-10.8306,-0.2382,-5.1324
0.3923,2.1171,1.7862,0.4695,-2.3013,-0.9192,1.2296,2.2278,2.4089,-3.3808,-4.6013,0.1336,2.9641,0.3901,-4.7338,-2.1327,-6.3887,-2.7807,-4.7843,-6.5015,-7.7305,-5.9218,-8.0953,-8.5881,-6.1222,-7.19,0.2227,-2.7438
-0.9186,-1.5946,-1.5197,-1.7671,-2.2759,-2.2589,-1.6604,-0.6854,-0.4798,-3.9603,-4.2313,-1.2128,0.0319,0.7096,-2.0739,-1.2965,-5.6024,-3.3159,-4.5685,-5.7093,-6.5836,-5.2214,-6.3238,-6.988,-5.188,-5.0784,1.5142,-1.7212
-4.1676,-7.9019,-7.9271,-7.1919,-3.8962,-6.1424,-7.934,-5.6369,-5.3104,-6.776,-5.9946,-4.2226,-3.9823,0.1768,-2.5913,-1.9279,-7.6054,-5.7514,-8.2373,-8.2726,-8.55,-6.2392,-8.4084,-11.332,-9.4246,-7.7807,2.5182,-3.0448
0.1295,1.6033,2.4286,0.2709,-2.6468,-2.4029,-0.4505,0.8156,-0.6716,-4.9554,-5.6611,-2.2343,0.028,0.2248,-3.9181,-2.0756,-7.3376,-3.3343,-4.2936,-7.0517,-8.5277,-6.243,-8.1585,-7.1846,-3.55,-5.6808,0.8217,-1.9576
5.0122,12.0056,13.8203,8.8269,-1.0078,1.5544,7.3083,6.7657,3.1001,-3.3629,-5.7283,-1.1888,2.5648,-0.8601,-4.9949,-2.9444,-7.2563,-1.4389,0.3734,-5.6475,-8.2222,-6.0099,-6.9763,-1.1891,4.1919,-1.8741,-0.3885,-0.1527
2.0473,6.534,7.4488,3.9567,-3.0539,-2.7934,0.6274,0.4253,-2.7132,-7.9815,-10.1622,-6.0215,-3.3312,-4.3612,-8.1936,-6.6593,-12.2905,-6.7303,-5.4922,-11.0051,-12.6834,-8.7214,-10.946,-7.6758,-1.9584,-5.9838,1.4815,-2.272
-0.454,1.8704,1.7218,-0.1921,-4.693,-6.2384,-4.8731,-4.9567,-7.2564,-11.6556,-13.7986,-9.8383,-8.0708,-7.5707,-11.108,-10.0178,-16.4278,-11.3051,-10.6431,-15.4806,-16.2673,-10.9129,-14.1866,-13.3932,-7.7143,-9.6586,3.0547,-4.2058
0.1933,4.5097,3.0054,1.446,-5.4008,-7.9244,-6.7621,-9.0528,-11.8276,-15.8767,-19.8183,-15.8338,-14.6714,-15.7987,-17.867,-17.6268,-22.8578,-17.5016,-14.6403,-21.1551,-20.9464,-13.3192,-17.3712,-16.3618,-9.6476,-11.5143,4.3454,-5.7506
-0.3109,4.9353,1.1013,1.0441,-6.8134,-10.6872,-10.6302,-15.1242,-17.213,-21.2617,-27.1639,-22.5762,-22.1974,-25.2844,-26.2286,-26.7471,-30.9394,-25.6838,-21.4091,-28.8302,-27.1421,-16.7968,-22.2163,-22.8389,-15.5912,-15.8737,6.222,-8.5581
1.336,7.5068,3.7914,3.5747,-5.769,-8.0267,-6.6619,-11.6431,-13.2002,-18.8541,-25.0351,-19.3622,-18.3855,-23.2046,-24.2824,-24.8784,-28.6534,-23.3909,-18.8624,-26.4157,-25.2475,-16.0687,-20.4611,-20.1295,-13.4617,-14.0867,5.7871,-7.4793
3.4926,12.0755,10.1469,7.4816,-4.5209,-6.1473,-3.0436,-7.9081,-11.8864,-16.7465,-22.7116,-18.2567,-16.7777,-21.2871,-22.0781,-22.4093,-25.7384,-19.6629,-13.8249,-22.8681,-22.5452,-13.9403,-17.648,-13.9013,-6.0767,-9.8433,4.3094,-5.4244
1.8513,10.5814,9.029,5.4723,-5.4459,-9.9082,-8.5043,-12.9747,-19.3125,-19.9454,-25.5793,-24.4355,-24.1242,-25.9004,-25.5687,-25.771,-28.368,-22.3275,-15.7299,-25.2846,-24.0223,-13.39,-18.693,-14.8773,-5.5935,-10.3893,4.0983,-6.3981
1.0414,8.5985,7.5066,4.1095,-4.2306,-9.1635,-8.909,-12.5641,-18.9855,-16.5559,-20.9351,-22.4131,-22.9485,-23.4566,-22.0717,-22.1948,-22.7143,-18.3549,-12.3643,-20.085,-18.3853,-9.1046,-14.0024,-10.6544,-2.8324,-7.4156,2.6271,-5.2635
0.0915,7.6386,6.4958,2.8443,-2.7051,-8.544,-9.8966,-12.7207,-19.6877,-12.5153,-15.8783,-21.3583,-22.7859,-23.2944,-21.0289,-19.9896,-16.3252,-14.0303,-8.9423,-14.2943,-11.4333,-2.9566,-8.605,-6.319,-0.0871,-4.9375,-0.3338,-4.9707
-5.1676,0.8188,-2.1319,-4.8766,-4.3938,-15.5305,-22.2149,-23.9939,-32.1757,-16.5612,-19.3196,-30.9646,-34.8738,-32.9821,-29.5121,-26.9399,-19.2075,-19.0557,-15.293,-18.0527,-11.9138,-0.0311,-10.0058,-12.4328,-6.3147,-9.7169,-1.7838,-9.1354
-8.4508,-4.2253,-7.6785,-9.8502,-5.5351,-19.9259,-29.7518,-30.6869,-39.7275,-19.2671,-21.2552,-36.4483,-42.0077,-37.2501,-32.733,-29.8895,-20.8481,-21.8583,-18.6693,-20.1348,-12.4235,1.1694,-10.7472,-15.4765,-9.2607,-11.759,-1.9566,-10.9342
-8.9412,-4.5809,-7.2611,-10.4183,-5.7403,-21.0231,-31.1413,-31.3398,-41.7686,-19.6931,-21.1716,-37.7844,-43.4916,-37.1877,-32.7239,-29.4652,-20.5808,-21.2839,-18.0997,-19.8229,-12.1356,1.899,-10.5656,-14.7227,-7.6985,-11.2911,-2.5335,-10.834
-13.1028,-12.4779,-15.8557,-17.3659,-7.0597,-24.9783,-38.5397,-37.1444,-46.8117,-21.3058,-21.429,-40.3357,-47.4662,-38.0138,-33.3669,-29.7971,-20.7336,-22.9313,-21.7948,-20.981,-12.0218,2.7071,-11.2732,-19.1548,-13.0912,-14.277,-2.31,-12.6301
-16.3932,-22.2683,-26.318,-23.9295,-7.1634,-25.2373,-41.4511,-38.9239,-44.6373,-19.2407,-17.42,-35.7599,-44.2999,-31.8704,-26.2604,-24.4479,-16.5583,-21.442,-22.651,-18.0897,-8.8831,3.2935,-8.8786,-20.661,-18.1315,-14.3549,-0.3855,-11.9799
-13.2791,-19.7399,-22.6564,-19.7873,-5.7156,-19.9201,-32.9756,-31.0941,-34.821,-15.382,-13.4769,-27.3687,-34.6304,-23.1943,-17.8159,-17.8182,-12.8533,-17.1379,-17.7783,-14.0468,-7.108,1.7146,-6.5718,-15.8257,-14.3661,-10.2611,1.182,-8.5065
-8.3459,-10.9532,-12.5516,-11.7009,-4.5106,-15.4682,-24.1102,-23.9025,-28.5906,-14.159,-13.6585,-24.0838,-29.517,-20.7927,-15.8011,-16.6035,-13.406,-15.4122,-13.5354,-13.3078,-8.3942,-0.5237,-6.5486,-10.8895,-7.8751,-6.6662,1.7037,-5.9739
-4.8036,-4.4733,-5.2232,-5.831,-3.851,-12.6478,-18.1377,-19.3096,-24.8078,-14.0087,-14.701,-22.5664,-26.7243,-19.964,-15.1783,-16.6375,-14.8183,-15.0421,-11.1371,-13.7007,-10.1763,-2.6462,-7.1869,-7.9571,-3.5759,-4.4772,2.3111,-4.3835
-1.8943,0.1246,0.9205,-1.5162,-3.9439,-9.6297,-11.2523,-12.0093,-17.7101,-13.1969,-14.3295,-17.5764,-19.1526,-13.7205,-11.9025,-12.8394,-15.3841,-12.5958,-8.8282,-13.787,-12.7792,-6.263,-9.5272,-7.2946,-1.2491,-4.2665,2.7968,-2.9423
-0.2145,1.147,3.4574,0.3349,-3.9583,-6.4696,-5.0985,-4.6482,-9.2418,-10.9703,-11.6194,-10.1815,-9.507,-4.2687,-5.4492,-6.1322,-13.4729,-8.5838,-6.174,-11.9693,-13.5062,-9.1406,-10.5701,-6.7268,-0.3228,-3.918,3.5262,-1.1532
0.0122,-1.2787,1.2475,-0.2292,-3.4324,-3.9969,-1.9921,-1.2841,-3.3203,-8.3655,-8.2986,-4.1711,-3.1773,2.4026,1.0005,-0.9181,-10.3146,-5.9489,-4.4529,-9.2021,-11.7988,-9.9414,-9.0308,-5.6321,-1.0074,-2.5838,4.8979,0.512
1.5702,-0.6091,2.0436,1.4953,-2.7201,-0.4191,3.4421,3.9599,4.2466,-5.5703,-5.5218,2.3423,4.4679,8.5075,6.0961,3.4952,-7.9016,-3.2505,-2.376,-6.9263,-10.8915,-11.33,-8.2473,-4.4642,-1.0809,-1.5682,5.839,2.0419
5.6897,5.4463,8.8372,7.7352,-1.5967,4.5485,12.3493,11.5073,12.7669,-3.3737,-4.3829,8.1915,12.1636,13.3118,10.0758,6.4601,-7.2958,-1.0167,1.1565,-5.559,-11.5962,-13.9383,-8.0972,-1.0689,2.5267,1.0404,6.9356,4.4371
6.2629,6.8208,10.2076,9.0112,-2.2289,3.0868,11.043,8.8592,9.1652,-6.8856,-8.7134,3.9136,7.3056,9.197,7.4704,2.442,-11.9491,-5.1226,-0.8121,-9.4291,-15.3477,-16.3586,-10.2541,-1.8931,2.9924,1.1133,8.6513,4.3738
2.1891,-0.1777,2.8227,2.4981,-4.2273,-2.246,2.4559,1.7242,1.595,-10.7869,-11.5818,-1.4378,0.5554,6.276,4.7355,-0.0072,-14.9819,-8.7756,-5.7666,-13.0893,-17.797,-16.961,-12.9105,-7.4335,-2.1502,-2.575,9.2972,2.1709
2.9804,-0.8007,2.8372,3.0476,-2.8745,1.3728,7.1089,7.1426,8.7496,-5.8948,-5.7456,5.9641,8.6626,13.9354,11.6508,6.8038,-8.8279,-3.1855,-1.4729,-7.4222,-13.2015,-15.2584,-9.2821,-3.6994,-0.2393,0.0502,8.7933,4.2021
6.551,5.4698,9.0028,8.8795,-0.9691,5.8472,14.0087,12.129,14.2261,-2.8469,-3.8792,9.4623,12.8822,14.5172,13.0019,7.4485,-6.6792,-1.0353,2.411,-4.6142,-10.9817,-14.4174,-6.5988,1.3228,4.1527,3.5522,8.4359,5.9941
3.3693,1.9802,3.1457,4.3617,-2.8567,0.4091,5.1397,2.6568,4.5874,-8.3127,-10.1951,0.4911,2.2924,3.95,3.3767,-1.612,-13.2355,-8.6152,-5.2793,-11.4513,-15.2653,-15.2135,-10.6602,-6.363,-3.1933,-2.0734,8.7596,1.9264
-0.7118,-6.3119,-6.1548,-2.5574,-3.5901,-2.7582,-1.7862,-3.095,0.2972,-8.7903,-9.2494,-1.1299,-1.1895,3.3298,3.8274,-1.4196,-11.8978,-9.6703,-8.1853,-11.1905,-13.479,-13.3894,-9.7165,-9.4586,-8.2196,-3.9263,9.0603,0.5968
-0.1404,-6.859,-4.1878,-1.942,-1.8471,-0.112,1.6235,2.1012,4.4724,-3.4407,-1.809,4.7521,4.8079,12.1183,12.8178,7.5007,-3.4258,-1.6432,-0.7048,-2.9218,-6.4892,-9.2355,-3.6576,-1.2553,-0.7011,2.0314,7.499,4.0423
-0.8865,-6.1451,-1.3143,-2.4822,-2.1337,-2.151,-0.5102,2.2957,0.6987,-3.4169,-0.5559,2.4711,2.8773,13.0597,12.4633,9.3572,-1.665,1.416,1.7666,-1.133,-4.9706,-6.6237,-3.0113,1.124,4.0286,2.9818,4.8109,4.1318
-4.1271,-9.6133,-4.9682,-6.9405,-3.3821,-7.3563,-8.8258,-4.795,-8.8491,-6.5735,-3.0407,-4.9477,-5.9932,6.958,6.9185,5.2028,-3.7042,-1.2416,-1.4038,-3.4937,-5.5231,-4.4917,-4.0613,-1.6804,2.3626,0.6215,3.3589,1.7652
-7.6914,-14.8831,-11.2019,-12.2217,-3.8645,-11.5403,-16.9905,-12.3885,-17.1958,-8.0954,-3.7106,-10.7368,-14.0862,1.3041,3.2867,1.8636,-3.5477,-3.4037,-4.0436,-3.9216,-3.6243,-1.0473,-2.7219,-3.2619,-0.0007,-0.4737,2.3959,-0.0661
-12.2353,-22.0037,-19.6076,-19.247,-4.6372,-16.21,-26.2735,-20.4718,-25.4426,-9.3658,-3.8164,-15.9826,-21.5962,-3.6957,-0.3738,-0.9376,-2.8806,-5.3073,-7.5325,-4.2642,-1.4357,2.6418,-1.6732,-6.4295,-4.3973,-2.9023,1.1418,-2.5514
-15.8604,-28.1328,-26.3818,-24.9399,-5.0886,-19.6958,-33.3952,-26.4416,-31.5879,-9.884,-3.0714,-19.4443,-26.9544,-6.349,-1.7471,-1.9081,-1.4146,-5.9874,-9.4465,-3.6074,1.0222,5.8622,-0.1064,-7.9142,-6.9771,-3.9395,0.2523,-3.9532
-16.113,-28.284,-26.2714,-25.2388,-4.7291,-19.6585,-33.687,-26.2853,-31.9402,-8.8343,-1.6269,-19.2312,-26.8942,-5.952,-1.2786,-0.9828,0.396,-4.5174,-8.2467,-1.9311,2.8848,7.5613,1.3078,-6.5074,-5.7228,-3.1369,-0.6871,-3.7773
-14.5257,-25.6863,-23.6988,-22.7985,-3.8378,-17.1601,-29.8822,-22.9805,-28.0336,-6.7291,0.0817,-16.2469,-23.2236,-4.2418,0.0867,0.4427,2.1653,-2.6273,-6.2052,-0.0525,4.2825,7.9771,2.5514,-4.4912,-4.2051,-1.9058,-1.096,-2.9804
-14.4645,-27.2467,-24.4767,-23.08,-2.9845,-15.7407,-28.4537,-21.1896,-25.6639,-4.3185,3.4677,-13.0277,-20.3787,0.089,5.2848,4.6425,5.9843,0.3726,-3.2618,3.6264,7.4549,9.373,5.6098,-0.9591,-1.7586,1.0856,-0.8197,-1.1242
-15.2379,-29.1173,-25.5105,-24.4799,-2.9116,-15.9388,-28.995,-20.5313,-25.3762,-3.1666,5.6429,-11.6712,-19.0652,3.1392,7.9752,7.6514,8.4064,2.6837,-1.7867,5.7481,9.2742,10.5562,6.8771,0.2842,-0.6272,1.9569,-1.3536,-0.5177
-14.9138,-27.6125,-26.3223,-23.9325,-3.3275,-15.7043,-28.783,-21.7819,-24.7426,-4.4815,2.6265,-12.7469,-19.7288,-1.6731,2.4773,2.6838,4.8083,-1.0437,-5.7639,2.039,6.4441,8.7643,4.0464,-4.5829,-6.1307,-1.9788,-1.0502,-2.8042
-15.8143,-29.6189,-31.3787,-25.6905,-4.4871,-16.8524,-31.1284,-26.1499,-25.7741,-7.8414,-2.4048,-15.1374,-22.6404,-7.4767,-2.8267,-3.6771,-1.1315,-7.8678,-12.6009,-4.1049,1.5304,4.9814,-0.1182,-12.1369,-15.0306,-7.0206,1.4256,-5.4336
